,dialog_id,speaker,Max Pitch,Mean Pitch,Sd Pitch,Max Intensity,Mean Intensity,Sd Intensity,Speaking Rate,Jitter,Shimmer,HNR
260,sw2018,A,599.53,98.186,117.494,82.919,51.588,11.981,6.940896443058768,0.013,0.072,14.76
261,sw3838,B,417.606,22.155,68.969,73.259,30.571,16.052,6.634127372563744,0.011,0.063,14.76
262,sw2387,B,598.159,80.804,101.671,89.813,52.317,21.149,12.905204268723466,0.02,0.077,13.69
263,sw3735,A,593.65,50.366,86.09,78.605,39.455,20.133,8.991179602579816,0.015,0.074,13.81
264,sw2770,A,597.533,30.396,62.816,84.929,47.849,32.203,8.018800691970617,0.012,0.096,11.18
265,sw4380,A,597.162,13.018,39.898,78.988,35.042,15.401,9.495424173447523,0.015,0.111,10.22
266,sw3903,A,598.71,25.92,63.23,88.943,43.871,15.245,10.13142852758618,0.019,0.119,9.54
267,sw3140,A,599.788,76.926,101.309,79.045,45.333,17.004,9.360158344791317,0.013,0.063,14.63
268,sw3946,A,590.698,43.918,83.302,78.418,36.208,19.952,8.775900053913379,0.013,0.076,14.12
269,sw3105,A,592.534,54.917,89.716,83.371,47.144,12.944,5.200608364681568,0.013,0.07,14.82
270,sw3925,B,597.935,17.906,50.085,76.717,40.753,13.182,6.092113835882349,0.013,0.092,11.47
271,sw2105,A,599.742,71.975,119.333,88.498,47.874,20.006,8.139909443959853,0.01,0.056,17.98
272,sw2628,A,586.357,38.177,82.459,81.87,42.411,13.575,10.41256106838743,0.013,0.079,14.82
273,sw4788,A,526.707,39.589,80.378,74.54,26.195,68.667,11.458702528471214,0.009,0.071,15.21
274,sw2107,B,597.084,75.137,115.172,82.863,51.014,12.964,8.746940475818887,0.014,0.094,14.23
275,sw3962,A,599.807,14.53,44.692,74.147,38.164,12.868,0.0,0.014,0.098,11.2
276,sw3121,A,591.51,36.627,75.194,80.875,35.154,17.743,8.190574942314411,0.018,0.09,11.75
277,sw3107,B,582.491,40.968,62.774,87.211,48.323,19.413,8.585618311243113,0.015,0.094,10.7
278,sw3142,B,596.59,75.603,110.641,73.825,39.903,14.017,7.980885457608596,0.014,0.075,15.06
279,sw2962,A,599.004,41.32,79.572,88.955,10.692,111.815,12.297177417592742,0.017,0.1,7.91
280,sw2265,A,593.413,26.807,55.679,86.087,46.082,14.782,7.41470276656766,0.02,0.105,9.85
281,sw4716,B,599.105,11.905,36.302,73.959,34.045,14.163,6.500357235862475,0.017,0.106,9.88
282,sw4382,B,585.007,16.169,48.876,73.823,38.315,13.38,5.807068835174245,0.018,0.089,13.62
283,sw3692,B,557.67,8.078,36.178,73.069,38.817,12.198,10.685606745561339,0.016,0.132,11.58
284,sw2575,A,597.425,8.032,31.453,73.991,19.585,70.615,9.937187899247121,0.017,0.102,13.57
285,sw4342,B,529.018,19.1,47.322,81.406,42.958,14.37,5.536249091188026,0.018,0.097,9.0
286,sw4364,A,591.797,18.042,43.983,76.77,35.364,16.493,8.372093023255813,0.014,0.091,12.33
287,sw3979,B,596.217,25.559,52.54,77.49,-8.789,121.951,6.095325695013764,0.014,0.081,11.17
288,sw3062,B,599.315,54.223,98.609,82.72,45.942,14.559,10.0824243192612,0.013,0.091,14.71
289,sw4572,B,599.247,10.846,51.613,72.447,26.441,21.182,5.8848748333679435,0.019,0.109,13.08
290,sw3821,B,575.463,11.638,39.988,71.055,41.015,12.259,8.41121495327103,0.014,0.12,10.98
291,sw2027,B,598.804,88.718,131.559,90.08,51.288,15.217,9.822684426112817,0.013,0.074,14.28
292,sw2300,A,596.008,68.335,103.014,80.462,48.564,15.779,9.372306688895323,0.01,0.065,17.2
293,sw3363,B,581.987,50.306,84.842,76.07,49.448,12.34,7.204813002049933,0.014,0.082,10.83
294,sw3300,A,599.051,28.433,52.583,82.562,6.401,105.698,5.511916301768225,0.016,0.09,12.97
295,sw4366,A,536.008,23.184,67.915,80.009,-11.965,109.875,9.20588373136227,0.011,0.064,12.61
296,sw4004,B,595.234,27.886,54.586,88.7,42.171,19.468,0.0,0.017,0.085,11.95
297,sw4802,B,544.476,20.462,47.07,74.933,37.633,15.022,7.809100463926843,0.011,0.083,12.91
298,sw2514,B,596.869,37.318,86.214,83.2,30.013,19.8,4.633573548624472,0.014,0.07,19.04
299,sw2180,B,587.877,12.092,39.724,72.89,27.514,16.315,4.645865582951459,0.016,0.086,10.18
300,sw4022,A,597.262,34.149,71.95,81.807,49.043,14.175,10.10462278971822,0.02,0.118,8.52
301,sw3324,B,598.419,62.567,106.492,85.296,49.677,14.113,9.875228546744088,0.014,0.087,12.25
302,sw3796,A,595.761,38.753,62.951,79.456,39.557,22.958,10.035134682951313,0.017,0.088,10.08
303,sw2324,B,583.022,52.069,101.234,81.739,46.24,13.207,9.380054877734795,0.017,0.075,13.55
304,sw2840,A,598.754,73.615,113.611,84.001,50.208,18.694,10.216718266253869,0.019,0.069,15.87
305,sw3025,B,581.589,36.308,73.663,72.827,36.511,13.026,4.970845149178106,0.015,0.079,14.5
306,sw2060,B,570.005,23.231,52.0,81.722,-34.67,135.302,5.67673032253066,0.013,0.076,13.34
307,sw3046,A,582.098,30.051,75.47,87.832,-3.655,108.418,8.708980298530909,0.012,0.083,13.48
308,sw2025,B,598.56,69.918,106.766,85.36,49.865,16.837,10.72813035551005,0.013,0.081,13.74
309,sw3497,A,575.86,36.946,79.204,77.575,40.38,13.774,8.139045366156807,0.013,0.055,18.66
310,sw2708,B,589.64,31.327,67.602,71.311,35.22,13.967,6.670027791782466,0.017,0.097,9.14
311,sw2018,B,596.293,67.103,95.856,91.065,52.683,15.019,11.446578832679608,0.014,0.074,11.91
312,sw3838,A,591.725,44.654,89.743,80.34,44.179,14.166,8.611962213297755,0.014,0.083,13.3
313,sw2770,B,551.546,48.416,92.423,84.537,44.557,13.577,9.305352091787048,0.01,0.065,15.45
314,sw2387,A,582.49,54.165,102.212,80.481,46.549,13.622,4.878899364064186,0.011,0.077,13.67
315,sw3735,B,591.509,46.949,91.685,83.346,41.015,20.206,8.264518159838728,0.018,0.08,12.0
316,sw4380,B,599.917,23.271,71.062,78.891,41.626,15.649,7.486199093512406,0.026,0.13,10.38
317,sw3925,A,599.963,42.907,72.948,84.302,48.066,14.926,10.612502602749847,0.018,0.089,13.26
318,sw2105,B,599.994,49.559,95.472,76.993,44.079,13.984,11.183779538388594,0.019,0.096,8.22
319,sw3946,B,597.584,25.504,57.967,83.959,45.899,14.625,8.446429403425162,0.017,0.126,10.01
320,sw3105,B,594.724,76.578,103.389,85.887,54.525,15.653,9.815482681463847,0.017,0.072,15.27
321,sw3903,B,471.499,17.107,58.693,83.324,34.174,23.462,6.6941850740772,0.008,0.064,15.19
322,sw3140,B,400.861,11.552,34.873,84.962,35.027,12.59,4.389867562988373,0.014,0.111,10.4
323,sw2628,B,592.07,53.128,86.425,74.3,43.555,8.97,6.404524997729335,0.016,0.112,10.15
324,sw4788,B,594.756,20.748,67.088,73.387,30.553,13.878,3.4138708145810064,0.01,0.054,16.78
325,sw3142,A,594.867,42.261,82.537,79.929,41.247,16.675,7.976447934418378,0.011,0.074,13.81
326,sw2962,B,593.026,21.161,52.996,83.133,35.1,18.764,4.98616895290452,0.02,0.095,13.23
327,sw3107,A,599.474,15.773,47.115,86.328,30.429,17.74,6.077959726291733,0.018,0.12,10.63
328,sw3962,B,597.261,21.265,49.786,77.322,39.951,13.773,0.0,0.013,0.085,11.88
329,sw3121,B,599.811,36.458,75.022,79.901,43.461,16.14,9.085063159323482,0.021,0.1,8.96
330,sw2107,A,599.928,61.363,110.152,88.457,48.294,13.417,9.94731647572692,0.015,0.082,14.94
331,sw4382,A,590.319,16.084,49.748,79.389,13.149,86.538,8.75743445304503,0.018,0.102,8.55
332,sw3692,A,463.971,23.309,55.822,78.565,36.869,15.871,5.686042072692934,0.012,0.1,12.56
333,sw2265,B,599.142,19.757,55.365,88.628,42.481,13.534,7.615662000427905,0.024,0.1,10.36
334,sw4716,A,537.284,27.473,69.008,70.45,16.103,84.488,11.121052877584953,0.01,0.079,14.1
335,sw2575,B,595.808,8.787,32.403,76.182,34.008,13.482,6.8766407701570795,0.014,0.1,9.13
336,sw4364,B,577.042,28.529,55.269,76.415,36.299,18.435,5.1330098711728285,0.011,0.069,15.61
337,sw4342,A,598.003,35.371,63.516,80.978,33.498,61.423,10.292087165907379,0.014,0.085,12.82
338,sw3979,A,597.384,25.811,58.483,76.552,-31.727,138.035,6.848493331467078,0.017,0.095,9.71
339,sw2027,A,598.07,83.802,123.799,81.426,53.91,15.876,9.254980224532268,0.013,0.104,11.01
340,sw3062,A,597.316,39.914,75.84,83.681,45.335,13.563,7.2109463143712365,0.015,0.074,14.95
341,sw4572,A,586.006,18.887,52.079,82.317,40.173,17.912,8.179205659126078,0.02,0.116,8.38
342,sw3821,A,599.655,35.986,72.328,88.083,47.269,18.884,8.578702307975748,0.022,0.104,8.14
343,sw3300,B,563.835,18.304,41.988,77.756,35.953,16.856,8.389878664304575,0.013,0.084,13.51
344,sw2300,B,599.543,25.548,65.836,82.055,42.504,16.16,8.513774778462164,0.024,0.111,9.69
345,sw3363,A,597.693,91.681,116.651,88.253,54.858,17.501,13.020746389246867,0.014,0.075,14.17
346,sw4019,B,599.319,19.231,49.835,79.954,38.886,15.693,6.2761365848419555,0.015,0.097,11.39
347,sw3696,A,591.911,47.926,97.083,82.501,44.109,13.935,8.40307933929782,0.012,0.08,13.09
348,sw3202,A,276.861,18.384,59.258,69.089,-6.775,101.011,4.952151509067791,0.008,0.062,17.42
349,sw2608,B,599.25,31.461,72.569,76.553,32.28,12.873,5.413997237478331,0.017,0.078,14.35
350,sw3597,A,582.119,4.416,25.96,69.075,28.989,12.515,3.3852267633619446,0.013,0.082,12.58
351,sw2125,B,596.989,36.352,84.113,87.877,49.689,14.243,9.102156148783807,0.024,0.138,10.63
352,sw3103,A,598.925,24.464,59.463,78.016,37.835,12.625,6.283879585601217,0.018,0.087,9.94
353,sw2160,B,550.052,51.748,103.214,84.232,-102.627,173.496,6.404994224199376,0.013,0.08,13.81
354,sw3776,A,532.511,29.98,53.491,73.849,39.943,41.6,10.922354485835438,0.017,0.089,10.26
355,sw3750,B,596.165,23.718,55.85,75.502,41.942,14.216,11.944617070611898,0.013,0.076,12.48
356,sw4691,B,569.431,32.006,82.618,86.891,42.669,12.942,12.825581473266636,0.012,0.08,14.29
357,sw2038,B,599.571,37.88,67.348,83.695,47.979,14.839,8.920033640412424,0.016,0.097,13.25
358,sw3080,B,598.363,31.748,60.873,87.041,46.062,18.312,11.77393869653571,0.02,0.111,8.2
359,sw4902,B,597.585,15.522,50.305,76.91,37.685,12.789,6.306897729784768,0.014,0.083,12.95
360,sw2477,A,591.965,29.436,63.194,87.365,42.319,15.894,8.943649734310549,0.012,0.094,11.25
361,sw3414,B,597.258,20.853,53.498,72.113,40.78,13.371,10.621982010943455,0.017,0.116,11.15
362,sw4181,B,598.84,32.21,71.037,83.435,51.263,13.545,0.0,0.023,0.119,7.36
363,sw2040,B,590.009,18.791,44.916,77.497,35.147,17.187,8.562854600631303,0.017,0.102,10.29
364,sw3825,A,564.328,30.506,79.402,75.508,33.114,16.895,7.902091809036133,0.01,0.065,15.13
365,sw2005,B,587.731,5.823,28.464,73.493,31.516,12.587,6.637716519666606,0.015,0.085,11.24
366,sw4325,B,426.045,12.161,52.742,70.72,33.41,13.313,6.434174476323175,0.008,0.063,12.71
367,sw2938,A,599.127,62.367,95.358,78.012,48.191,8.879,9.260276717620766,0.016,0.109,12.5
368,sw3118,B,596.076,36.414,75.111,83.173,-22.247,132.501,8.435388397138418,0.013,0.084,13.29
369,sw3557,A,399.759,6.713,29.536,74.191,29.759,13.257,4.876281952390854,0.015,0.088,10.68
370,sw4709,B,596.347,15.894,48.901,78.962,-82.137,166.895,7.056081320251921,0.02,0.11,9.7
371,sw3064,B,599.193,61.572,101.481,82.119,49.369,13.02,8.589382284343321,0.014,0.079,12.29
372,sw2844,A,505.742,42.186,83.961,81.722,46.311,13.195,9.721159121280582,0.013,0.087,14.75
373,sw3862,B,468.384,11.877,43.306,70.608,35.682,11.941,5.372571818054247,0.014,0.07,12.62
374,sw2862,B,598.677,56.715,74.648,70.563,39.652,13.335,4.766456294409371,0.016,0.091,12.39
375,sw4688,B,452.713,41.076,77.783,75.679,15.625,84.341,8.203070225225526,0.011,0.067,16.85
376,sw3398,B,581.967,14.862,38.651,76.161,-43.74,141.751,5.96673996114681,0.014,0.086,13.96
377,sw4675,B,597.427,33.441,74.316,77.057,-4.771,113.713,10.154761506835579,0.013,0.09,12.86
378,sw4630,B,574.529,5.255,24.508,68.067,33.255,9.994,5.3724184591475135,0.015,0.102,11.43
379,sw3343,A,595.941,38.308,92.777,77.177,42.908,12.134,5.433585432116896,0.016,0.081,14.08
380,sw2448,B,598.96,10.502,45.179,73.454,32.435,13.514,5.069877856566822,0.023,0.112,8.63
381,sw4158,B,453.568,18.937,45.856,78.704,36.361,16.906,6.402216125938198,0.012,0.093,10.36
382,sw3448,B,589.372,27.725,54.989,80.671,43.995,15.207,8.263165977791282,0.016,0.093,11.12
383,sw2278,B,594.264,42.491,73.142,81.842,42.723,17.772,10.827075038055826,0.017,0.113,9.59
384,sw4026,A,313.409,9.551,30.304,79.556,34.082,13.283,6.047590010252424,0.019,0.088,11.94
385,sw4362,A,388.057,23.003,48.846,73.655,31.467,18.543,6.79709003788873,0.016,0.071,15.4
386,sw4327,A,596.716,38.1,79.082,85.196,-22.975,138.977,8.527525048561836,0.02,0.11,7.99
387,sw3921,A,599.552,30.943,74.398,75.882,33.777,17.544,6.197342568850111,0.013,0.073,14.2
388,sw2669,B,592.236,17.517,47.963,84.137,42.728,11.873,6.092482856286647,0.013,0.107,10.6
389,sw4736,A,581.454,21.74,49.235,73.6,37.087,32.118,10.476808520602383,0.016,0.09,15.51
390,sw2226,A,596.32,45.424,86.354,87.929,46.922,14.334,7.177536208374159,0.013,0.075,15.5
391,sw3245,B,573.853,52.679,99.086,76.942,44.732,14.124,7.057917127256893,0.01,0.058,16.36
392,sw3082,A,598.358,34.047,82.273,81.374,48.977,12.267,10.773945424484944,0.025,0.143,9.3
393,sw2488,B,599.946,115.78,136.693,83.433,56.993,15.875,14.403556153875632,0.014,0.098,10.75
394,sw3383,A,594.646,32.706,59.331,82.092,45.13,16.53,9.332395404146988,0.018,0.085,14.21
395,sw4019,A,579.219,77.91,120.001,80.499,46.504,17.096,8.75302899105231,0.015,0.063,14.7
396,sw3202,B,575.662,29.438,58.899,74.546,44.212,15.353,12.025182874409937,0.017,0.102,9.31
397,sw3696,B,555.996,13.613,46.141,72.484,39.454,12.381,7.084225433409624,0.014,0.087,8.64
398,sw2608,A,599.731,45.047,85.634,67.013,39.45,8.701,11.194593241421801,0.022,0.144,6.5
399,sw3103,B,597.879,49.661,89.275,74.798,39.212,12.253,10.435411614082813,0.018,0.089,12.27
400,sw2160,A,597.311,45.657,69.834,82.558,46.679,21.939,9.990906186251136,0.018,0.087,11.4
401,sw3597,B,596.522,81.05,114.078,81.652,47.957,19.316,11.898469957785016,0.015,0.068,15.82
402,sw2125,A,598.579,34.206,83.703,82.276,45.508,10.133,7.218410122016247,0.012,0.092,12.99
403,sw3750,A,589.634,14.043,50.043,77.22,34.406,12.736,3.407974660706052,0.019,0.082,15.15
404,sw4691,A,592.2,39.471,76.462,87.171,48.254,17.753,6.483150509605784,0.017,0.133,7.51
405,sw3776,B,402.77,11.459,49.504,68.572,25.328,12.93,4.186735083500245,0.01,0.065,16.1
406,sw2038,A,599.706,28.29,59.3,80.931,-25.094,134.374,6.619595138493316,0.015,0.085,9.7
407,sw2477,B,586.421,25.739,55.399,81.57,40.661,15.528,9.589245239674641,0.014,0.085,10.24
408,sw3414,A,581.659,39.971,83.25,79.561,42.029,14.735,6.978628786508878,0.017,0.073,16.22
409,sw3080,A,587.544,12.589,40.112,82.024,39.441,20.118,6.475141129718346,0.013,0.068,11.36
410,sw4902,A,555.234,15.271,41.475,73.83,38.884,14.841,8.772047346949712,0.016,0.107,11.91
411,sw3825,B,587.471,20.347,46.605,73.056,38.584,14.254,6.5448622998505375,0.015,0.082,14.99
412,sw2005,A,561.691,23.98,50.946,81.406,39.0,23.787,10.1961420172227,0.016,0.087,13.45
413,sw2040,A,577.894,21.009,57.679,80.984,30.055,17.568,5.531516109060521,0.015,0.075,13.96
414,sw4181,A,556.255,31.539,65.465,80.472,-108.69,175.815,0.0,0.018,0.115,10.35
415,sw4325,A,484.714,45.943,91.754,81.617,33.771,21.231,7.459087224764035,0.011,0.055,18.4
416,sw2938,B,585.968,60.181,98.752,81.702,11.668,98.941,8.102533600699704,0.013,0.062,15.66
417,sw3118,A,550.861,63.043,108.161,77.632,-3.393,114.348,7.2145856986959735,0.011,0.05,21.44
418,sw3557,B,578.92,24.577,47.277,76.103,40.505,17.2,7.106493436806203,0.016,0.091,13.37
419,sw4709,A,593.532,51.48,88.612,86.201,45.367,16.013,8.916108435907539,0.016,0.084,13.92
420,sw2862,A,598.82,38.4,67.698,85.751,46.383,17.831,8.617246866874924,0.015,0.093,10.2
421,sw3862,A,374.951,21.053,58.982,80.279,38.25,12.23,7.1767936972515685,0.01,0.059,16.66
422,sw3064,A,598.848,48.696,90.401,81.524,45.815,13.994,9.824078129056918,0.014,0.08,11.78
423,sw2844,B,584.627,51.039,85.901,75.577,43.964,18.638,9.168491435388514,0.015,0.09,10.12
424,sw4688,A,599.321,23.039,48.601,83.726,38.118,18.345,7.782399957265243,0.015,0.092,13.56
425,sw3398,A,594.788,56.313,92.037,82.748,49.308,14.44,10.172277608180519,0.012,0.088,12.12
426,sw3343,B,599.184,75.569,122.33,82.155,49.504,14.793,9.435347676040825,0.013,0.079,13.29
427,sw4630,A,540.014,22.711,66.264,76.192,33.318,40.998,10.77498141089623,0.011,0.08,12.81
428,sw4675,A,595.346,35.944,76.122,74.768,39.166,15.186,8.523581909950863,0.014,0.073,12.92
429,sw4158,A,597.218,11.153,39.21,77.245,6.888,94.067,8.19644641791145,0.017,0.121,9.45
430,sw3448,A,599.707,39.603,81.807,82.231,44.608,14.953,7.875882239034195,0.016,0.075,13.83
431,sw2448,A,599.82,30.198,68.014,88.482,42.449,16.877,11.120591334303924,0.02,0.109,9.03
432,sw2278,A,592.84,52.116,75.928,77.163,46.255,11.791,8.12489614386554,0.015,0.096,13.01
433,sw4026,B,554.72,20.15,46.347,71.717,39.929,13.129,9.508620747421817,0.01,0.079,13.51
434,sw4327,B,599.806,35.703,69.776,82.942,39.214,21.424,7.49954942626945,0.019,0.091,13.9
435,sw4362,B,595.721,29.315,62.307,85.492,45.81,20.448,8.180062317875002,0.021,0.08,9.39
436,sw3921,B,593.92,28.032,49.772,72.86,43.042,20.047,9.24439708281994,0.016,0.091,12.78
437,sw2669,A,599.921,51.713,67.589,76.953,47.76,14.505,11.171496608162274,0.019,0.094,11.32
438,sw2226,B,599.221,47.995,97.829,80.91,43.665,25.495,7.736565454088975,0.014,0.081,12.98
439,sw3245,A,598.47,48.042,89.846,78.835,44.421,15.104,12.363916524302416,0.012,0.084,14.96
440,sw4736,B,595.823,11.879,55.851,70.953,5.235,89.697,4.877135000970075,0.026,0.143,12.77
441,sw3082,B,559.775,52.405,96.994,91.023,45.248,14.974,6.658784314982424,0.013,0.072,12.3
442,sw2488,A,598.954,35.099,84.958,81.973,40.72,13.181,6.559491102117798,0.018,0.099,12.11
443,sw3383,B,591.064,18.999,47.176,74.652,42.042,13.818,7.339295883160822,0.016,0.082,10.66
444,sw4330,A,590.671,17.949,57.407,73.369,31.02,14.482,6.108457506526982,0.011,0.074,15.46
445,sw4353,B,410.334,30.355,70.708,76.358,44.851,17.133,11.823429632659082,0.011,0.087,13.07
446,sw2599,A,567.933,23.109,46.503,80.911,43.461,14.217,12.257051444259186,0.016,0.096,12.49
447,sw4074,A,208.144,8.812,29.501,78.489,28.748,14.743,5.51860856054061,0.023,0.084,12.16
448,sw4483,B,552.085,14.378,45.479,70.559,30.342,14.728,11.751398016930604,0.013,0.075,17.05
449,sw4759,A,592.757,30.672,80.555,82.449,41.262,13.306,6.5219873590317095,0.012,0.075,13.68
450,sw4644,A,543.398,26.677,73.745,71.907,0.952,107.163,9.576980458009137,0.01,0.079,14.54
451,sw2073,B,599.412,34.024,54.117,76.504,42.167,14.323,7.0579745150924005,0.015,0.095,11.82
452,sw3830,B,597.391,48.21,77.403,81.677,49.125,15.616,8.740593345396999,0.017,0.085,14.03
453,sw3073,B,597.063,27.276,73.295,81.688,38.454,14.139,3.8488472879943267,0.013,0.079,11.2
454,sw3763,B,599.329,38.219,71.18,86.601,45.841,19.162,8.565898481712912,0.02,0.097,10.92
455,sw3745,A,598.435,15.208,39.347,75.064,38.345,12.917,6.159205108870457,0.015,0.098,11.68
456,sw2095,A,598.669,27.78,59.849,85.8,42.318,18.316,9.042291182886496,0.015,0.096,14.96
457,sw3427,B,202.738,17.13,39.075,74.206,-21.033,124.683,8.370120778933689,0.014,0.083,12.66
458,sw2427,B,598.636,42.016,65.417,80.605,48.123,13.856,11.16686020001317,0.015,0.086,10.36
459,sw4154,A,595.058,28.044,59.884,81.382,37.843,36.999,9.787720859285622,0.013,0.115,10.04
460,sw4917,A,596.279,36.566,90.523,82.017,43.184,12.567,6.20989443179466,0.013,0.082,14.06
461,sw4049,A,541.665,26.061,61.442,80.397,-185.618,165.493,4.990079961522275,0.011,0.08,15.76
462,sw4707,B,592.903,16.771,45.137,81.032,40.578,14.249,5.790343406501508,0.021,0.108,7.88
463,sw4721,A,556.188,34.374,78.143,85.423,44.485,12.872,10.034766648133386,0.013,0.083,13.47
464,sw4799,A,579.601,24.549,69.351,78.344,41.316,11.93,6.794596439109577,0.011,0.083,13.51
465,sw4443,B,599.882,32.5,73.41,79.325,45.86,17.085,10.63120042164535,0.024,0.113,7.63
466,sw2130,A,576.582,10.901,35.71,88.023,38.683,11.333,4.73746212508714,0.017,0.109,9.36
467,sw4618,A,598.192,14.249,39.393,75.784,15.899,65.682,10.98717046862962,0.017,0.076,11.71
468,sw2308,A,589.703,55.855,101.096,74.533,42.148,17.43,10.546430259732476,0.011,0.064,16.52
469,sw2446,B,599.209,41.335,62.28,70.951,40.325,12.516,9.44921984586902,0.025,0.107,12.14
470,sw4519,A,599.529,28.868,63.671,74.573,40.336,37.406,8.740311762306318,0.016,0.084,14.63
471,sw3971,B,598.59,43.688,67.044,81.573,52.317,11.7,13.813264752566758,0.016,0.098,10.56
472,sw2934,B,301.674,11.629,39.901,88.119,38.552,12.074,7.037612418365351,0.009,0.065,13.17
473,sw3151,A,598.522,47.199,83.324,76.898,37.516,17.855,8.606789800842888,0.016,0.076,12.89
474,sw4090,A,546.851,41.482,89.701,79.212,21.982,78.204,7.273860339201115,0.015,0.075,14.13
475,sw3639,A,597.146,14.355,41.761,72.28,42.608,12.969,6.504511625725979,0.019,0.101,8.89
476,sw4723,B,567.235,14.114,44.863,81.056,36.436,14.408,5.938298000683642,0.017,0.109,10.2
477,sw3681,A,459.716,15.464,44.173,74.967,40.196,12.786,8.834075627165952,0.013,0.087,11.46
478,sw4028,A,591.075,15.526,42.511,82.399,36.772,15.669,5.810953009698327,0.018,0.11,11.76
479,sw4856,A,592.737,14.095,53.612,77.483,35.615,11.807,4.8806977565448,0.011,0.08,14.18
480,sw4050,A,563.471,46.357,94.244,78.913,37.737,17.301,5.624157382503069,0.014,0.063,14.75
481,sw4033,B,586.96,44.56,90.329,78.25,41.592,14.395,9.777274948619935,0.009,0.075,15.07
482,sw2191,A,529.757,55.633,96.937,84.426,43.827,29.094,7.232867164363141,0.014,0.059,16.58
483,sw2851,B,540.627,18.024,42.525,85.549,39.343,16.741,9.743689639190244,0.016,0.112,10.65
484,sw3012,B,567.852,63.15,95.425,74.849,41.108,13.248,4.302273034253097,0.011,0.061,14.52
485,sw2832,A,583.4,52.591,89.262,75.85,45.208,9.038,7.543865451983739,0.014,0.104,13.36
486,sw2071,A,570.313,29.654,74.168,86.218,41.387,12.641,7.170577968050543,0.017,0.077,15.92
487,sw4660,A,556.727,36.577,78.748,89.587,36.345,18.18,7.924748412703734,0.014,0.074,12.13
488,sw3313,B,595.193,23.012,65.218,78.424,41.328,12.844,8.037766445759315,0.011,0.066,17.23
489,sw4603,B,599.102,13.634,48.107,75.776,4.197,91.749,9.539902961351848,0.016,0.141,10.31
490,sw4646,B,599.675,21.13,61.528,74.738,32.931,14.537,7.388268813374816,0.013,0.079,13.81
491,sw4928,B,593.467,15.309,45.333,78.353,34.592,14.302,4.871399073832769,0.016,0.091,13.93
492,sw4108,A,526.607,30.294,72.543,76.75,35.665,16.346,6.885547055707898,0.011,0.062,15.4
493,sw4353,A,570.692,13.853,37.535,78.458,33.574,15.72,6.308957915697304,0.013,0.104,11.37
494,sw4330,B,544.193,39.77,65.044,78.371,43.862,15.969,11.482837194161922,0.016,0.079,15.64
495,sw2599,B,596.338,23.136,54.907,92.331,44.925,12.804,6.935494493686024,0.014,0.092,12.53
496,sw4483,A,598.656,31.517,55.624,81.573,44.504,18.139,6.961553695262518,0.021,0.104,10.11
497,sw4074,B,574.14,20.247,45.664,76.288,40.413,14.625,8.843838111885772,0.017,0.094,11.63
498,sw4759,B,590.253,57.553,97.209,80.384,44.855,16.515,9.86358232413807,0.014,0.082,15.43
499,sw4644,B,578.983,38.684,79.479,79.342,31.099,45.611,6.61657958293471,0.011,0.061,17.67
500,sw3830,A,598.963,33.565,70.589,82.931,46.046,16.067,7.184781084528015,0.023,0.101,10.51
501,sw3073,A,599.497,68.039,88.121,85.451,53.134,11.252,14.083584799494812,0.017,0.086,12.68
502,sw2073,A,599.83,24.57,58.309,82.15,16.38,92.655,8.565325784052922,0.027,0.105,10.55
503,sw3745,B,588.04,39.628,83.618,81.821,43.497,14.083,9.809351581841355,0.012,0.08,13.8
504,sw3763,A,592.56,22.168,59.25,71.107,41.167,12.948,4.661348978320709,0.01,0.075,14.0
505,sw2427,A,599.048,31.332,66.098,78.412,42.888,13.285,10.37827780607375,0.019,0.103,8.12
506,sw4154,B,544.187,8.571,33.798,69.872,37.965,11.378,5.46921517598496,0.014,0.091,11.1
507,sw4917,B,598.178,25.56,55.056,78.986,35.294,47.049,10.049345290162325,0.016,0.117,11.11
508,sw2095,B,444.743,17.987,50.342,88.189,39.945,15.349,6.4034902540285685,0.013,0.076,6.49
509,sw3427,A,595.554,25.783,48.309,75.234,45.456,12.294,8.73520407821491,0.014,0.093,12.64
510,sw4049,B,598.861,38.033,74.935,81.075,52.078,14.998,12.438459020554854,0.022,0.115,7.1
511,sw4721,B,566.228,25.691,56.394,77.184,42.653,15.076,6.2265124161815635,0.014,0.082,10.25
512,sw4707,A,594.04,25.399,58.28,82.933,44.533,15.363,10.69758417908251,0.019,0.11,10.79
513,sw4799,B,541.207,24.121,51.762,74.158,40.895,14.531,8.985862154332015,0.014,0.09,12.55
514,sw4443,A,579.867,23.008,59.216,72.873,37.348,14.042,10.267598022536676,0.012,0.082,15.3
515,sw2130,B,596.424,34.583,63.129,80.531,20.123,82.539,9.55296792721267,0.013,0.077,11.16
516,sw2308,B,597.15,11.218,36.914,74.912,-19.435,120.421,5.058491407722064,0.014,0.084,10.85
517,sw4618,B,395.045,20.524,63.082,71.476,38.27,13.054,4.783438850366798,0.01,0.064,16.47
518,sw2446,A,588.524,20.741,59.399,83.342,31.615,15.566,4.889654517984092,0.021,0.1,11.57
519,sw4519,B,599.806,14.073,47.776,80.962,40.949,12.185,4.86167303075493,0.016,0.103,14.35
520,sw3151,B,598.623,44.566,74.227,79.08,44.19,12.439,8.46223131581581,0.016,0.092,13.22
521,sw4090,B,196.007,18.194,43.456,77.334,34.654,17.115,6.396038409735112,0.018,0.105,9.77
